pali,pos,grammar,derived from,neg,verb,meaning,category,stem,pattern,same pali,same meaning
?r?hana,nt,nt,"['?roha?a', '?rohana', '?ruhana']",,,"climbing, ascending, mounting",ncped,?r?han,a nt,1,1
?r?hati,pr,pr,"['?ruhati', '?rohati']",,,"mounts, climbs, goes up; gets on to or into, steps on to; climbs on or into",ncped,?r?h,ati pr,1,2
aru?agga,nt,nt,,,,the first break of day; dawn; (also written as aru?ugga),ncped,aru?agg,a nt,1,0
aru?a? u??h?peti,idiom,idiom,u??h?peti,,,"lets the dawn arise, appear (while doing something); (carries on doing something) until dawn",ncped,!,aru?a? u??h?peti,1,0
aru?ugga,nt,nt,aru?agga,,,the first break of day; dawn,ncped,aru?ugg,a nt,1,1
ar?pamacitta,masc,masc,,,,whose thoughts are like a (tender) sore,ncped,?hatt,a masc,1,0
?ruppa??hay?,adj,adj,?ruppa,,,being or living in a formless or immaterial existence,ncped,?ruppa??hay,? adj,1,2
?ruppavas?,adj,adj,?ruppa,,,being or living in a formless or immaterial existence,ncped,?ruppavas,? adj,1,2
?ruyhati,pr,pr,"['?ruhati', '?rohati', '?r?hati']",,,"mounts, climbs, goes up; gets on to or into, steps on to; climbs on or into",ncped,?ruyh,ati pr,1,2
?s?danapekkha,adj,adj,?s?dana,,,"looking to insult, aiming to be offensive",ncped,?s?danapekkh,a adj,1,1
?s?dayati,pr,pr,"['?s?deti', '?s?dati']",,,"meets, encounters, reaches; approaches with (physical or verbal) violence; strikes against, hits; offends, insults",ncped,?s?day,ati pr,1,0
asaddhiya,nt,nt,assaddhiya,,,disbelief; lack of faith,ncped,asaddhiy,a nt,1,1
asah?nadhammat?,fem,"fem, abstr",,,,the not being liable to fail or be wanting; the having qualities which are not liable to fail (?):,ncped,j?ra?at,? fem,1,0
asak?ma,adj,adj,,,,"unwilling, not consenting; discontented; unsatisfied",ncped,asak?m,a adj,1,1
?s??hi,fem,fem,,,,the full-moon day in the month ?s??ha; (iic) the month ?s??ha,ncped,?s??h,i fem,1,0
asa?,ind,ind,asa,,,permanent; eternal,ncped,-,,1,1
asampakamp?,adj,adj,,,,"not shaking, not trembling; unshakable",ncped,asampakamp,? adj,1,1
asampavedh?,adj,"adj, comp",,,,not trembling; unshakable,ncped,asampavedh,? adj,1,1
?sa?suka,adj,adj,,,,full of expectation; hoping,ncped,?sa?suk,a adj,1,1
?sanantarik?,fem,fem,?sana,,,an interval or seat,ncped,d?rudh?talik,? fem,1,1
?sanapariyanta,masc,masc,?sana,,,the last seat,ncped,upa??h?pet,a masc,1,1
?sandika,masc,masc,,,,a bench; a chair,ncped,upada?sit,a masc,1,1
?sandipañcama,adj,adj,?sandi,,,"with a chair as the fifth’, four carrying a chair (as a bier)",ncped,?sandipañcam,a adj,1,0
asa?gahaka,adj,adj,,,,"lacking kind treatment; not helpful, unsympathetic",ncped,asa?gahak,a adj,1,1
asan?,fem,fem,,,,a thunderbolt; a lightning flash,ncped,asan,? fem,1,1
asanivicakka,nt,nt,asan?,,,a ring of lightning or thunderbolts,ncped,asanivicakk,a nt,1,1
asatthika,adj,adj,,,,not traveling with a company or caravans,ncped,asatthik,a adj,1,1
?s?vacchedika,adj,adj,?s?,,,depending on the disappointment of expectation,ncped,?s?vacchedik,a adj,1,1
?savakh?na,adj,adj,?sava,,,with ?savas destroyed; free from the ?savas,ncped,?savakh?n,a adj,1,1
?sava??haniya,adj,adj,?sava,,,being a basis or cause of afflictions; being a basis or cause of the ?savas,ncped,?sava??haniy,a adj,1,1
asen?sanaka,adj,adj,asen?sanika,,,without lodgings,ncped,asen?sanak,a adj,1,2
asen?sanika,adj,adj,asen?sanaka,,,without lodgings,ncped,asen?sanik,a adj,1,2
?s?dati,pr,pr,,,,"approaches; meets with, encounters; approaches with (physical or verbal) violence; strikes against, hits; offends, insults",ncped,?s?d,ati pr,1,0
asiloma,adj,adj,asi,,,with swords or knives for hair,ncped,asilom,a adj,1,1
?siñcitv?,abs,abs of,?siñcati,,,having poured on or into; dripped,ncped,-,,1,1
asipattavana,nt,nt,asi,,,a forest of trees with swords or knives for leaves,ncped,asipattavan,a nt,1,1
as?saka,adj,adj,,,,"without a head, headless",ncped,as?sak,a adj,1,1
asitatiga,adj,adj,asn?ti,,,overcoming the dark (fortnight?):,ncped,asitatig,a adj,1,0
asitavy?bha?g?,fem,fem,asita,,,sickle and carrying pole or flail,ncped,asitavy?bha?g,? fem,1,1
as?tika,adj,adj,,,,of eighty years; eighty years old,ncped,as?tik,a adj,1,1
ass?dayati,pr,pr,"['ass?deti', 'ass?diyati', 'ass?diyeti']",,,"tastes, tastes with relish; relishes, enjoys, takes pleasure",ncped,ass?day,ati pr,1,2
ass?diyati,pr,pr,"['ass?diyati', 'ass?deti']",,,"tastes, tastes with relish; relishes, enjoys, takes pleasure",ncped,ass?diy,ati pr,1,2
assad?ta,masc,masc,assa,,,a mounted messenger,ncped,iddhabhisa?kh?r,a masc,1,1
ass?j?neyya,masc,masc,"['ass?j?n?ya', 'assa']",,,a thoroughbred horse,ncped,ukk,a masc,1,1
assama??alik?,fem,fem,assa,,,a horse-pen; an exercise-ring,ncped,je??h?pac?yit,? fem,1,1
assamiya,adj,adj,,,,living in the hermitage (of),ncped,assamiy,a adj,1,0
assapa??ya,nt,nt,assa,,,horse for sale,ncped,assapa??y,a nt,1,1
assapi??ha,nt,nt,assa,,,a horse’s back,ncped,assapi??h,a nt,1,2
assapi??hi,fem,fem,assa,,,a horse’s back,ncped,assapi??h,i fem,1,2
ass?r?ha,masc,masc,"['ass?roha', 'assa']",,,a horseman; a rider; a groom,ncped,ukka?savaka?s,a masc,1,1
assasadassa,masc,masc,assa,,,a good noble horse,ncped,ukk,a masc,1,1
assasammadda,adj,adj,assa,,,thronged with horses,ncped,assasammadd,a adj,1,1
ass?saniya,adj,adj,,,,comforting; encouraging,ncped,ass?saniy,a adj,1,1
ass?sapatta,adj,adj,ass?sa,,,full of confidence; encouraged,ncped,ass?sapatt,a adj,1,2
ass?sappatta,adj,adj,ass?sa,,,full of confidence; encouraged,ncped,ass?sappatt,a adj,1,2
ass?sati,pr,pr,assasati,,,"breathes, breathes in; breathes on; breathes heavily",ncped,ass?s,ati pr,2,1
ass?sati,pr,pr,assasati,,,"recovers one ‘s breath, revives; takes courage; is comforted",ncped,ass?s,ati pr,2,1
ass?setabba,ptp,ptp of,,,,will let recover; will encourage,ncped,ass?setabb,a ptp,1,1
ass?setv?,abs,abs of,,,,having made recover,ncped,-,,1,1
assasi,opt,"opt, 2nd sg of assa",,,,you could be,ncped,!a,ssa opt,1,1
assita,adj,adj,,,,"having recourse to, resorting to; living in; depending on",ncped,assit,a adj,1,1
assuda?,ind,ind,,,,indeed; certainly,ncped,-,,1,1
assuka,nt,nt,,,,a tear; tears,ncped,assuk,a nt,1,1
asuc?ka,adj,adj,,,,impure,ncped,asuc?k,a adj,2,1
asuc?ka,nt,nt,,,,impurity,ncped,asuc?k,a nt,2,1
asuc?kamissita,adj,adj,asuc?ka,,,mixed with or associated with impurity or the impure,ncped,asuc?kamissit,a adj,1,1
?sumhati,pr,pr,?sumbhati,,,"lets fall, drops; throws down",ncped,?sumh,ati pr,1,1
a?al?,fem,fem,,,,having several linings (of a certain kind of shoe),ncped,a?al,? fem,1,0
?ta?kaphassa,masc,masc,,,,"contact with disease; the touch, the sensation of sickness",ncped,ujjav,a masc,1,1
?t?panaparit?pan?nuyoga,masc,masc,,,,the practice of self-mortification and torture,ncped,ujjavajjav,a masc,1,1
?t?pita,pp,pp of ,?t?peti,,,heated,ncped,?t?pit,a pp,1,1
?t?piya,adj,adj,,,,energetic; zealous; exerting oneself,ncped,?t?piy,a adj,1,1
atapp?,masc,masc pl,,,,"the name of one of the highest classes of devas, the second class of suddh?v?sa devas",ncped,atapp,a masc pl,1,1
atha v? pi,idiom,idiom,atha,,,or also; and also,ncped,!,atha v? pi,1,1
athabbana,masc,masc,"['?thabba?a', '?thabbana', 'athabbana']",,,(what belongs to) the Atharva-veda; a spell or a charm from the Atharva-veda,ncped,apanidh,a masc,1,0
athabba?a,masc,masc,"['?thabba?a', '?thabbana', 'athabbana']",,,(what belongs to) the Atharva-veda; a spell or a charm from the Atharva-veda,ncped,apacin,a masc,1,0
?thabbana,masc,masc,"['?thabbana', 'athabba?a', 'athabbana']",,,(what belongs to) the Atharva-veda; a spell or a charm from the Atharva-veda,ncped,u??h?t,a masc,1,0
atibaddha,adj,adj,,,,"tied together, coupled",ncped,atibaddh,a adj,1,1
atibandhitv?,abs,abs,,,,having tied together,ncped,-,,1,1
aticaritar,masc,masc,,,,who transgresses; commits adultery,ncped,aticarit,ar masc,1,1
atidi??hay?,ind,ind,,,,"as regards to belief, view",ncped,-,,1,1
atihar?peti,pr,"pr, caus of ",atiharati,,,"causes to bring in; collects, harvest, confiscates",ncped,atihar?p,eti pr,1,1
atihita,pp,pp of ,atiharati,,,"brought in, harvest",ncped,atihit,a pp,1,1
atik??a,adj,"adj, comp",k??a,,,too dark,ncped,atik??,a? adj,1,3
atik?lassa,ind,ind,k?lassa,,,very early; too early,ncped,-,,1,3
atik?le,ind,ind,k?le,,,very early; too early,ncped,-,,1,3
atik?lena,ind,ind,k?lena,,,very early; too early,ncped,-,,1,3
atik??ik?,adj,adj,k??aka,,,too dark,ncped,atik??,aka adj,1,3
atika?ha,adj,adj,ka?ha,,,too dark,ncped,atika?h,a adj,1,3
atikata,adj,adj,kata,,,more than repaid; paid back excessively,ncped,atikat,a adj,1,1
atikkamaka,masc,masc,,,,going over,ncped,antarubbh?r,a masc,1,1
atikk?mayati,pr,causative present 3 singular,atikkamati,,,"lets pass, makes pass over, takes over; lets elapse",ncped,atikk?may,ati pr,1,1
atikk?mita,pp,pp of ,atikkamati,,,"let pass, taken beyond",ncped,atikk?mit,a pp,1,1
atikkantam?nussaka,adj,adj,atikkanta,,,superhuman,ncped,atikkantam?nuss,aka adj,1,1
atikkantavara,adj,adj,atikkanta,,,beyond or above granting boons,ncped,atikkantavar,a adj,1,1
atimandh?ka,adj,adj,,,,too small (?),ncped,atimandh?k,a adj,1,0
atim?peti,pr,pr,,,,injures; destroys,ncped,atim?p,eti pr,1,1
atim?pita,pp,pp of ,atim?peti,,,killed,ncped,atim?pit,a pp,1,1
atima??haka,adj,adj,,,,too short (?),ncped,atima??hak,a adj,1,0
atimuttakamala,masc,masc,,,,a garland of the atimuttaka shrub’s flower (perhaps Ougeinia oojeinensis),ncped,antimapuris,a masc,1,0
atin?mayati,pr,pr,atin?meti,,,"spends (time), lets (time) elapse; lets the time passive",ncped,atin?may,ati pr,2,0
atin?mayati,pr,pr,atin?meti,,,"makes pass; makes pass into, leads (someone) into",ncped,atin?may,ati pr,2,0
atinetabba,ptp,ptp of,,,,"bringing up to; leading into, bringing in",ncped,atinetabb,a ptp,1,1
atinetv?,abs,abs of,,,,"having brought up to; having lead into, brought in",ncped,-,,1,1
atinip?ta,masc,masc,,,,self-abasement,ncped,ant?b?dh,a masc,1,1
atipassitv?,abs,abs of ,,,,out-flanking (?),ncped,-,,1,0
atip?t?payati,pr,"pr, caus of ",,,,causes to injure or kill,ncped,atip?t?pay,ati pr,1,1
atip?tayati,pr,"pr, caus of ",atip?teti,,,makes fly through or past,ncped,atip?tay,ati pr,2,1
atip?tayati,pr,"pr, caus of ",atip?teti,,,"lays low; injures, kills; (and causes (someone) to kill (?))",ncped,atip?tay,ati pr,2,0
atip?t?,adj,adj,,,,"transgressing; attacking, injuring",ncped,atip?t,? adj,1,1
at?raka,adj,adj,,,,unlimited,ncped,at?rak,a adj,1,1
at?sara?di??hi,fem,fem,,,,excessive view(s); deviant view(s),ncped,at?sara?di??h,i fem,1,0
atis?r?,adj,adj,,,,going beyond; transgressing,ncped,atis?r,? adj,1,1
at?ta?,ind,"ind, adv, acc sg of at?ta",at?ta,,,in the past,ncped,-,,1,2
at?ta?sa,masc,masc,at?ta,,,the past,ncped,anto?vasath,a masc,1,1
atitarati,pr,pr,,,,"passes over, crosses; goes beyond, surpasses",ncped,atitar,ati pr,1,1
at?tasatthuka,adj,adj,at?ta,,,no longer having a master or teacher,ncped,at?tasatthuk,a adj,1,1
at?tasmim,ind,"ind, adv, ",at?ta,,,in the past,ncped,-,,1,2
at?ta??ha,adj,adj,at?ta,,,who has missed his profit,ncped,at?ta??h,a adj,1,1
at?tayobbana,adj,adj,at?ta,,,whose youth has passed,ncped,at?tayobban,a adj,1,1
?titheyya,nt,nt,,,,"a gift of hospitality, a gift to a guest",ncped,?titheyy,a nt,1,1
atith?,masc,masc,,,,a guest; stranger,ncped,atith,? masc,1,1
atithibali,masc,masc,atithi,,,offering to a guest,ncped,atithibal,i masc,1,1
atithikara??ya,nt,nt,atithi,,,hospitality,ncped,atithikara??y,a nt,1,1
atiu?ha,adj,adj,u?ha,,,too hot; very hot,ncped,atiu?h,a adj,1,1
ativ?ha,masc,masc,,,,"what leads across, a guide, a conveyance",ncped,anto?r?m,a masc,1,1
ativannati,pr,pr,,,,"overpowers, overwhelms",ncped,ativann,ati pr,1,1
ative?hayati,pr,pr,,,,presses,ncped,ative?hay,ati pr,1,1
ativisa,nt,nt,,,,a kind of plant,ncped,ativis,a nt,1,2
atta,adj,adj,atta,,,"full, complete (or personal)",ncped,att,a adj,1,0
?tta,pp,pp of ,,,,taken; assumed; grasped,ncped,?tt,a pp,1,1
attabh?v?,masc,masc,atta,,,having a body,ncped,attabh?v,? masc,1,1
attacatuttha,adj,adj,atta,,,with oneself as the fourth; with three others,ncped,attacatutth,a adj,1,1
att?d?na,nt,nt,atta,,,taking upon oneself; a legal process (of the sa?gha) initiated by oneself,ncped,att?d?n,a nt,1,0
attadh?na,adj,adj,atta,,,dependent upon oneself (only); independent,ncped,attadh?n,a adj,1,0
attadhipaka,adj,adj,atta,,,"with the self, with oneself as master; controlled by the self",ncped,attadhipak,a adj,1,1
attadutiya,adj,adj,atta,,,with oneself as the second; with a companion,ncped,attadutiy,a adj,1,1
a??ak?raka,masc,masc,a??a,,,one of the parties in a lawsuit,ncped,anuv?dadhikara?,a masc,1,2
a??akara?a,nt,nt,a??a,,,"(the place for) dealing with lawsuits; seats of judgment, courtroom",ncped,a??akara?,a nt,1,0
a??ak?rik?,fem,fem,a??a,,,one of the parties in a lawsuit,ncped,k???panik,? fem,1,2
attam?ra?iya,adj,adj,atta,,,causing death to oneself,ncped,attam?ra?iy,a adj,1,1
attan?ya,adj,adj,,,,belonging to one‘s self one’s own; belonging to an (enduring) self or soul; what belongs to one’s self; what belongs to an (enduring) self or soul,ncped,attan?y,a adj,1,0
?ttañjaha,adj,adj,atta,,,abandoning what has been grasped,ncped,?ttañjah,a adj,1,1
?ttañjahada??a,adj,adj,attañjaha,,,"who has taken a stick in hand, who has embraced violence",ncped,?ttañjahada??,a adj,2,1
?ttañjahada??a,adj,adj,attañjaha,,,a raised stick; violence,ncped,?ttañjahada??,a adj,2,1
attaññ?,adj,adj,atta,,,knowing oneself,ncped,attaññ,? adj,1,1
att?nupekkh?,adj,adj,atta,,,watching oneself,ncped,attanupkkh,? adj,1,2
attanupkkh?,adj,adj,atta,,,watching oneself,ncped,attanupkkh,? adj,1,2
attanuv?dabhaya,nt,nt,atta,,,fear of self-reproach,ncped,attanuv?dabhay,a nt,1,1
attanuyog?,adj,adj,atta,,,intent upon oneself or one’s own interest,ncped,attanuyog,? adj,1,1
?ttanuyog?,adj,adj,atta,,,intent on what one has taken up,ncped,?ttanuyog,? adj,1,1
attar?pa,adj,adj,atta,,,very complete; (or quite personal),ncped,attar?p,a adj,2,0
attar?pa,adj,adj,atta,,,"fitting for oneself; just oneself; ~ena, ~ehi, by oneself, for one’s own sake",ncped,attar?p,a adj,2,1
atta?hapañña,adj,adj,,,,wise only for oneself; concerned with oneself only (so sometimes commentaries); (same as atta),ncped,atta?hapaññ,a adj,1,0
attatta,masc,masc,atta,,,one’s own profit or interest; one’s own goal,ncped,annabh?r,a masc,1,1
atta??apañña,adj,adj,attatta,,,looking (only) after one’s own profit or interest; (who is) wise as to his own advantage,ncped,atta??apaññ,a adj,1,0
attatthiya,adj,adj,atta,,,concerned with one’s own goal,ncped,attatthiy,a adj,1,1
attavetanabhata,adj,adj,atta,,,supported by one’s own earnings,ncped,attavetanabhat,a adj,1,1
attavy?b?dha,adj,adj,atta,,,one’s own distress,ncped,attavy?b?dh,a adj,1,1
atthabaddha,adj,adj,attha,,,bound to (one) for the meaning,ncped,atthabaddh,a adj,1,0
a??hacatt?r?sa,card,card,a??ha,,,forty eight (48),ncped,a??hacatt?r?s,? card,1,0
a??h?dasa,card,card,a??ha,,,eighteen (18),ncped,a??h?das,a1 card,1,0
a??hadh?,ind,ind,a??ha,,,in eight parts,ncped,-,,1,1
a??hado?a,adj,adj,a??ha,,,divided into eight measures,ncped,a??hado?,a adj,1,1
a??haha,nt,nt or masc,a??ha,,,a period of eight days,ncped,a??hah,a nt,1,1
a??hak?,fem,fem,,,,the eighth day after the full moon in the two winter months; the festival held at that time,ncped,ku??akamattik,? fem,1,1
atthak?m?,adj,adj,attha,,,wishing one well,ncped,atthak?m,? adj,1,1
atthakara?a,nt,nt,attha,,,"(the place for) dealing with lawsuits; seat of judgment, courtroom",ncped,atthakara?,a nt,1,0
atthakavi,masc,masc,attha,,,a didactic poet,ncped,atthakav,i masc,1,1
a??h?navuti,card,card,?ttha,,,ninety eight (98),ncped,a??h?navut,i card,1,0
a??ha?gamagga,masc,"masc, comp",a??a,,,the eightfold path; the path with eight constituent parts,ncped,anuvedh,a masc,1,1
a??ha?gasum?gata,adj,adj,a??ha,,,well joined with the eight parts; well endowed with eight parts or with eight qualities,ncped,a??ha?gasum?gat,a adj,1,1
a??ha?gasum?hita,adj,adj,a??ha,,,well joined or endowed with eight parts,ncped,a??ha?gasum?hit,a adj,1,1
a??ha?guli,adj,adj,a??ha,,,to the height or extent of eight finger-breadths,ncped,a??ha?gul,i adj,1,1
a??ha?gupeta,adj,adj,a??ha,,,characterized by the eight parts or factors (i.e. by the observance of the first eight precepts),ncped,a??ha?gupet,a adj,1,0
atthantara,adj,adj,attha,,,taking the goal or meaning to heart; intent on the goal or meaning,ncped,atthantar,a adj,1,1
atthanusi??hi,fem,fem,attha,,,administration of practical affairs or policy,ncped,atthanusi??h,i fem,1,1
a??hapadaka,nt,nt,a??ha,,,cross weaving; a darn (in appearance like a checkered board),ncped,a??hapadak,a nt,1,0
a??hapadakata,adj,adj,a??hapada,,,"arranged in an a??hapada, plaited eightfold",ncped,a??hapadakat,a adj,1,1
a??haparivatta,adj,adj,a??ha,,,consisting of eight items,ncped,a??haparivatt,a adj,1,1
atthapucchana,nt,nt,attha,,,questioning about the aim,ncped,atthapucchan,a nt,1,1
atthapurekkh?ra,adj,adj,attha,,,"aiming at the meaning, or at the benefit",ncped,atthapurekkh?r,a adj,1,1
a??harasa,card,card,a??ha,,,twenty eight (28),ncped,a??haras,a1 card,1,0
a??h?rasaka,nt,nt,a??h?rasa+ka,,,a group of eighteen,ncped,a??h?rasak,a nt,1,1
a??hasata?,card,card,a??ha,,,one hundred eight (108),ncped,a??hasat,a2 card,1,0
a??hasa??hi,card,card,a??ha,,,sixty eight (68),ncped,a??hasa??h,i card,1,0
attha?aka?hina,adj,adj,attha?a,,,who has participated in the ka?hina robe-making (and is therefore eligible for the five concessions),ncped,attha?aka?hin,a adj,1,0
a??hat?l?sa,card,card,a??ha,,,forty eight (48),ncped,a??hat?l?s,? card,1,0
atthava,adj,adj,attha,,,profitable; significant,ncped,atthav,a adj,1,1
a??hav?cika,adj,adj,a??ha,,,involving eight proclamations,ncped,a??hav?cik,a adj,1,1
atthav?d?,adj,adj,attha,,,speaking about the goal or what is beneficial,ncped,atthav?d,? adj,1,1
atthavant,adj,adj,attha,,,profitable,ncped,atthav,ant adj,2,1
atthavant,adj,adj,attha,,,possessing the goal; or possessing worldly knowledge,ncped,atthav,ant adj,2,1
atthavas?,adj,adj,attha,,,pursuing an aim,ncped,atthavas,? adj,1,1
a??havatthuka,adj,adj,a??ha,,,connected with eight bases or grounds,ncped,a??havatthuk,a adj,1,1
a??hav?sa?,card,card,a??ha,,,twenty eight (28),ncped,a??hav?s,? card,1,0
a??hicchida,adj,adj,a??hi,,,a breaker of bones,ncped,a??hicchid,a adj,1,1
a??hicchinna,adj,adj,a??hi,,,one who breaks bones (?); one with broken bones (?),ncped,a??hicchinn,a adj,1,0
atthikava,adj,adj,atthika,,,wanting something; having a purpose,ncped,atthikav,a adj,1,2
atthikav?da,masc,masc,atthika,,,"the doctrine that (merit, another world, etc.) exists",ncped,apacay?r?m,a masc,2,0
atthikav?da,adj,adj,atthika,,,"following, professing that doctrine",ncped,atthikav?d,a adj,2,1
atthikavant,adj,adj,atthika,,,wanting something; having a purpose,ncped,atthikav,ant adj,1,2
a??hila,nt,nt,a??hi+illa,,,a bone (or small pebble) used for massage,ncped,a??hil,a nt,1,0
a??hisañcaya,masc,"masc, comp",a??hi,,,a heap of bones,ncped,anuss?vak,a masc,1,1
a??hisaññ?,fem,"fem, comp",a??hi,,,the idea of bones; contemplation of the bones,ncped,kut?s?l,? fem,1,1
a??hitaca,nt,nt,a??hi,,,skin and bones,ncped,a??hitac,a nt,1,2
a??hittaca,nt,nt,a??hi,,,skin and bones,ncped,a??hittac,a nt,1,2
atthopasa?hita,adj,adj,attha,,,"connected with the goal, or with what is beneficial",ncped,atthopasa?hit,a adj,1,1
atth?peta,adj,adj,attha,,,expert in the meaning,ncped,atth?pet,a adj,2,1
atth?peta,adj,adj,attha,,,meaningful connected with the goal or the meaning,ncped,atth?pet,a adj,2,1
attuddesika,adj,adj,atta,,,intended for oneself,ncped,attuddesik,a adj,1,1
att?pan?yika,adj,adj,atta,,,"concerning oneself, applied to oneself, referring to oneself",ncped,att?pan?yik,a adj,1,1
?tu,masc,masc,,,,father (?),ncped,?t,u masc,1,0
avabh?ta,adj,adj,,,,"low, ignoble; deficient",ncped,avabh?t,a adj,1,1
avad?taka,nt,nt,,,,a white garment,ncped,avad?tak,a nt,1,1
avagamaka,adj,adj,,,,"making known, expressing",ncped,avagamak,a adj,1,1
avaga??ak?ra?,ind,ind,,,,stuffing the cheeks full; so as to make the cheeks swell,ncped,-,,1,1
avagha??ana,nt,nt,,,,"pushing, hitting",ncped,avagha??an,a nt,1,1
?vah?peti,pr,"pr, caus of ?vahati",?vahati,,,brings through; leads through,ncped,?vah?p,eti pr,1,1
avah?raka,masc,"masc, agent, from ",,,,(one) who takes away; a thief,ncped,itthipariggah,a masc,1,0
?v?haviv?haka,masc,masc,?v?ha,,,one who has a son or daughter to give in marriage,ncped,upak?tak,a masc,1,1
avahiyyati,pr,pr,"['oh?yati', 'avah?yati']",,,is left behind; is found wanting,ncped,avahiyy,ati pr,1,1
